Assetnumber,AssetName,AssetType,ConstructionType,Maintainance State,Buildyear,Maintainer,Owner,Status,Width,Length,Area,Location,Latitude,Longitude,Passage road-width,Passage road-height,Passage sail-width,Passage sail-height,Technical lifespan expires,OBJECT_GUID,Area,Connection Type,Neighborhood,City,RD-X,RD-Y
3338,Jamaicabrug,Fiets-voetbrug,Steel,2. Good,2001,SB AIB,Gemeente Almere,Existing,4.7,37.9,178.2,Lage Vaart_Jamaicabrug,52.4068223,5.2325036,3.9,,12,2.1,2100,318630A66AE93498E0535B320A0A7C56,Gerard Monninkpad,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,149676.162,489472.611
3340,Arubabrug,Fiets-voetbrug,Steel,2. Good,2001,SB AIB,Gemeente Almere,Existing,4.2,27.1,108.4,Arubabrug,52.3962158,5.3083704,3.9,,11.9,1.7,2100,318630A66AEC3498E0535B320A0A7C56,Curacaopad,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,149637.854,489825.838
3341,Martiniquebrug,Fiets-voetbrug,Steel,2. Good,2001,SB AIB,Gemeente Almere,Existing,4.5,33.8,152.1,Arubabrug,52.3962158,5.3083704,3.9,,,1.7,2100,318630A66AEB3498E0535B320A0A7C56,Curacaopad,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,149649.956,489849.553
3347,,Fiets-voetbrug,Steel,2. Good,2004,SB AIB,Gemeente Almere,Existing,3.5,37.4,130.9,Maldivenbrug,52.3978668,5.3085498,3.5,,12,2,2200,318630A66BD63498E0535B320A0A7C56,Gerrit Schultepad,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,149638.7009,490164.5453
5012,A,Fiets-voetbrug,Steel,2. Good,2012,SB AIB,Gemeente Almere,Existing,3.2,80.2,256.7,Overgooische Zoom,52.3312476,5.2653635,3,,7,0.2,0,318630A66BCE3498E0535B320A0A7C56,Robbenoordbos,Groengebieden/Parken,Overgooi,Almere Haven,146531.8716,482783.314
5015,D,Fiets-voetbrug,Steel,2. Good,2012,SB AIB,Gemeente Almere,Existing,3,27.8,83.4,Overgooische Zoom,52.3312476,5.2653635,2.8,,10,0.2,0,318630A66BFC3498E0535B320A0A7C56,Kloosterbos,Groengebieden/Parken,Overgooi,Almere Haven,146612.7502,482700.2722
5017,F,Fiets-voetbrug,Steel,2. Good,2012,SB AIB,Gemeente Almere,Existing,3,50.8,152.4,Overgooische Zoom,52.3312476,5.2653635,2.8,,7,0.2,0,318630A66BCC3498E0535B320A0A7C56,Maatweg,Groengebieden/Parken,Overgooi,Almere Haven,146836.0378,482611.7215
5031,,Fiets-voetbrug,Steel,2. Good,2012,SB AIB,Gemeente Almere,Existing,4,24.4,97.6,Zwaanplantsoen_Zwaanpad,,,4,,7,2,0,318630A66BC63498E0535B320A0A7C56,Houtduifpad,Groengebieden/Parken,Vogelhorst,Almere Hout,149428.6431,483831.8479
1017,Achterpoort,Verkeersbrug,Underpass,2. Good,1975,SB AIB,Gemeente Almere,Existing,12.7,6.8,86.4,Oosterdreef_Jaagmeent,52.3370382,5.2309296,6.2,2.5,0,0,2300,29D8A297032CC5C5E0500A0A57326FCA,Oosterdreef,Hoofdwegen,De Werven,Almere Haven,144336.761,483081.338
2075,Clare Lennartbrug,Verkeersbrug,Underpass,2. Good,1985,SB AIB,Gemeente Almere,Existing,9.5,11.5,109.3,Hollandsedreef_Literatuurwijk 1,52.362043,5.1883573,7.5,,,,2100,318630A66ABA3498E0535B320A0A7C56,Hollandsedreef,Hoofdwegen,Muziekwijk,Almere Stad,141327.455,486080.645
2763,Prinsenpoort,Verkeersbrug,Underpass,2. Good,1980,SB AIB,Gemeente Almere,Existing,21.2,20,424,Waddendreef_Staatsliedenwijk 2,52.3731386,5.2045779,6.5,0,0,0,2100,29D8A296D281C5C5E0500A0A57326FCA,Waddendreef,Hoofdwegen,Staatsliedenwijk,Almere Stad,143001.769,487388.16
1056,Spanframebrug,Fiets-voetbrug,Wood,2. Good,1988,SB AIB,Gemeente Almere,Existing,3.2,18.2,58.24,Vliegerpark 6,52.3460468,5.2362431,0,0,6,3,2038,29D8A297033FC5C5E0500A0A57326FCA,Pedersenpad,Groengebieden/Parken,De Marken,Almere Haven,144910.906,484173.574
1069,Uitlaatbrug,Fiets-voetbrug,Wood,2. Good,2018,SB AIB,Gemeente Almere,Existing,2,23,46,Uitlaatbrug,33.8676171,-118.2137036,1.3,,7,2.5,2058,B8979AB7-749B-4B72-ADED-0394280F0387,Marktgracht,Groengebieden/Parken,De Werven,Almere Haven,143995.6357,483354.7193
2014,Omroepbrug,Fiets-voetbrug,Wood,2. Good,1988,SB AIB,Gemeente Almere,Existing,1.7,22.5,38.25,Omroepbrug,52.3552876,5.1939758,1.5,0,9,1.8,2028,29D8A297034BC5C5E0500A0A57326FCA,Omroepweg,Groengebieden/Parken,Gooisekant,Almere Stad,141838.26,485281.597
2249,ALM2249,Fiets-voetbrug,Wood,2. Good,2000,SB AIB,Gemeente Almere,History,3,15.8,47.4,Diafragmapad,52.3644703,5.2325378,0,,7,1.5,2040,29D8A296DBBBC5C5E0500A0A57326FCA,Diafragmapad,Groengebieden/Parken,Filmwijk,Almere Stad,144567.461,486120.702
2250,ALM2250,Fiets-voetbrug,Wood,2. Good,2000,SB AIB,Gemeente Almere,History,3,15.8,47.4,Diafragmapad,52.3644703,5.2325378,0,,7,1.5,2040,29D8A2970369C5C5E0500A0A57326FCA,Diafragmapad,Groengebieden/Parken,Filmwijk,Almere Stad,144479.676,486281.782
2326,Impressionistenbrug,Fiets-voetbrug,Wood,2. Good,2005,SB AIB,Gemeente Almere,Existing,3,12.2,36.6,Impressionistenbrug,,,2.6,,7.7,0.6,2045,29D8A296F4F2C5C5E0500A0A57326FCA,Sisleystraat,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,146592.703,486741.06
2328,Goyabrug,Fiets-voetbrug,Wood,2. Good,2005,SB AIB,Gemeente Almere,Existing,3,12.2,36.6,El Goyabrug,,,2.6,,7.7,0.6,2045,29D8A296F4E2C5C5E0500A0A57326FCA,Goyapad,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,146725.159,486802.852
2332,,Fiets-voetbrug,Wood,2. Good,2005,SB AIB,Gemeente Almere,Existing,1.4,13,18.2,Renoirstraat 40~160,52.3687985,5.2614598,0.9,,6.2,0.8,2045,29D8A296F4F1C5C5E0500A0A57326FCA,Matissepad,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,146470.7233,486689.897
2333,,Fiets-voetbrug,Wood,2. Good,2005,SB AIB,Gemeente Almere,Existing,1.4,13,18.2,El Goyabrug,,,0.9,,6.2,0.8,2045,29D8A296F4E3C5C5E0500A0A57326FCA,El Grecostraat,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,146844.11,486856.963
3014,Moskoubrug,Fiets-voetbrug,Wood,2. Good,1986,SB AIB,Gemeente Almere,Existing,4,24.8,99.2,Parijsbrug 2,,,3.6,,9.1,2,2039,29D8A29703B6C5C5E0500A0A57326FCA,Piet Moeskopspad,Groengebieden/Parken,Molenbuurt,Almere Buiten,147671.639,490110.352
3020,Walmolenbrug,Fiets-voetbrug,Wood,2. Good,1986,SB AIB,Gemeente Almere,Existing,4.4,23,101.2,Walmolenbrug 1,52.3999886,5.2646039,4,3.35,8.5,2,2035,29D8A296D22BC5C5E0500A0A57326FCA,Pirellipad,Groengebieden/Parken,Molenbuurt,Almere Buiten,146656.327,490251.35
3022,W.M. Dudokbrug,Fiets-voetbrug,Wood,2. Good,1986,SB AIB,Gemeente Almere,Existing,5,22,110,WM Dudokbrug,52.3983152,5.2607378,4.8,,6.9,2,2038,29D8A296D22CC5C5E0500A0A57326FCA,Pirellipad,Groengebieden/Parken,Bouwmeesterbuurt,Almere Buiten,146391.79,490067.063
3030,Semesterbrug,Fiets-voetbrug,Wood,2. Good,1986,SB AIB,Gemeente Almere,Existing,2.8,28,78.4,Gracht Jaap Edenpad 1,52.4061515,5.2710932,2.5,,8.5,2,2038,29D8A29703BDC5C5E0500A0A57326FCA,Semesterpad,Groengebieden/Parken,Seizoenenbuurt,Almere Buiten,147364.267,490593.387
3032,,Fiets-voetbrug,Wood,2. Good,2013,SB AIB,Gemeente Almere,Existing,3,7.6,22.8,Speeleiland de Meridiaan,52.4073375,5.2719737,,,,,2073,29D8A2970815C5C5E0500A0A57326FCA,Maurice Garinpad,Groengebieden/Parken,Seizoenenbuurt,Almere Buiten,147174.4707,490998.143
3100,,Fiets-voetbrug,Wood,2. Good,2012,SB AIB,Gemeente Almere,Existing,5.2,7.6,35,Speeleiland de Meridiaan,52.4073375,5.2719737,,,1.6,0.7,2052,7EED6E0BEE58966DE0535B320A0AEEF0,Buitenring,Groengebieden/Parken,Seizoenenbuurt,Almere Buiten,147216.8278,491140.4588
3101,,Fiets-voetbrug,Wood,2. Good,2015,SB AIB,Gemeente Almere,Existing,2.8,9.8,27.44,Speeleiland de Meridiaan,52.4073375,5.2719737,,,2,0.7,2055,7EED6E0BEE57966DE0535B320A0AEEF0,Maurice Garinpad,Groengebieden/Parken,Seizoenenbuurt,Almere Buiten,147228.8477,491093.3038
3102,,Fiets-voetbrug,Wood,2. Good,2015,SB AIB,Gemeente Almere,Existing,2.8,10,28,Speeleiland de Meridiaan,52.4073375,5.2719737,,,1.8,0.7,2055,7EED6E0BEE56966DE0535B320A0AEEF0,Maurice Garinpad,Groengebieden/Parken,Seizoenenbuurt,Almere Buiten,147251.9629,491085.907
5014,Overgooi,Fiets-voetbrug,Wood,2. Good,2013,SB AIB,Gemeente Almere,Existing,1.2,66.25,79.5,Overgooische Zoom,52.3312476,5.2653635,1.2,,1.8,0.1,2053,318630A66BEB3498E0535B320A0A7C56,Kloosterbos,Groengebieden/Parken,Overgooi,Almere Haven,146529.1576,482666.3712
8021,,Fiets-voetbrug,Wood,2. Good,2006,SB AIB,Gemeente Almere,Existing,3.7,8.1,29.97,Verbindingspad,,,3.3,,3.9,0.9,2046,29D8A296ED28C5C5E0500A0A57326FCA,Verbindingspad,Buitengebied,Buitenvaart,Almere Buiten,146283.9509,493653.3623
0011,Rechte Weteringpoort,Verkeersbrug,Concrete,3. Reasonable,1981,SB AIB,Gemeente Almere,Existing,12,52.9,325.5,Havendreef_De Laren,51.5869725,5.6063544,3.8,,8.5,3.5,2300,318630A66B583498E0535B320A0A7C56,Farflerpad,Hoofdwegen,overig Almere Haven,Almere Haven,142125.699,484487.868
1020,Meentenbrug,Verkeersbrug,Concrete,3. Reasonable,1977,SB AIB,Gemeente Almere,Existing,12.5,27.5,343.8,Meentenbrug,52.3377224,5.2296825,4.8,2.8,17,2.5,2300,318630A66B723498E0535B320A0A7C56,Lange Wetering,Groengebieden/Parken,De Werven,Almere Haven,144269.598,483325.439
1033,Noordbrug,Verkeersbrug,Concrete,3. Reasonable,1976,SB AIB,Gemeente Almere,Existing,25.3,21.5,544,Paalbrug,52.3448159,5.2188936,6,2.5,10,2,2300,318630A66B4A3498E0535B320A0A7C56,Noorderdreef,Groengebieden/Parken,De Gouwen,Almere Haven,143663.811,484073.202
1061,Stevenspoort,Verkeersbrug,Concrete,3. Reasonable,1984,SB AIB,Gemeente Almere,Existing,10.5,5.5,57.8,Waterlandseweg_Kemphaan 3,52.3410262,5.2696236,7.4,,,,2100,318630A66B613498E0535B320A0A7C56,Waterlandseweg,Hoofdwegen,overig Almere Hout,Almere Hout,146674.5312,483724.7783
2024,Utrechtsepoort,Fiets-voetbrug,Concrete,3. Reasonable,1988,SB AIB,Gemeente Almere,Existing,6,45,270,Stedendreef 3,52.372331,5.2021837,5,,,,2100,29D8A2970350C5C5E0500A0A57326FCA,Stedendreef,Hoofdwegen,Muziekwijk,Almere Stad,142405.814,486324.818
2060,,Fiets-voetbrug,Concrete,3. Reasonable,2002,Stadsruimte,Gemeente Almere,Existing,5.4,47.9,258.66,Hogering_Literatuurwijk 1,52.3553533,5.172619,4.8,,0,0,2082,CAF9682796AF4A579C3A91C3C6C0AD10,Spoorbaanpad,Hoofdwegen,Literatuurwijk,Almere Stad,140307.9962,485656.515
2247,1e en 2e Boegdreefbrug,Fiets-voetbrug,Concrete,3. Reasonable,2013,SB AIB,Gemeente Almere,Existing,7.72,35,270.2,Judy Garlandbrug,52.3710598,5.2257219,4,,2.25,4,2103,1BA533C0-C16A-4883-8247-3274527DD68E,Stadswetering,Groengebieden/Parken,Centrum Almere Stad,Almere Stad,144018.7264,487017.2299
2256,Judy Garlandbrug,Verkeersbrug,Concrete,3. Reasonable,2013,SB AIB,Gemeente Almere,Existing,11,285,3135,Judy Garlandbrug,52.3710598,5.2257219,7,2.2,4,2.25,2103,29D8A296FC15C5C5E0500A0A57326FCA,Stadswetering,Groengebieden/Parken,Centrum Almere Stad,Almere Stad,144001.01,487034.001
2260,Sturmeybrug,Verkeersbrug,Concrete,3. Reasonable,1989,SB AIB,Gemeente Almere,Existing,15,91.2,1368,Weerwater_Filmwijk Zuid,52.3593844,5.2212343,5,2.5,12.4,3,2069,318630A66B3D3498E0535B320A0A7C56,Kromme wetering,Groengebieden/Parken,overig Almere Stad,Almere Stad,145136.656,485119.179
2296,Fellinibrug,Verkeersbrug,Concrete,3. Reasonable,1995,SB AIB,Gemeente Almere,Existing,6.2,24,149,Weerwater_Filmwijk Zuid,52.3593844,5.2212343,5.6,,9,2,2100,318630A66B3C3498E0535B320A0A7C56,Fongerspad,Groengebieden/Parken,overig Almere Stad,Almere Stad,145158.844,485360.994
2321,Velazquesbrug,Verkeersbrug,Concrete,3. Reasonable,2002,SB AIB,Gemeente Almere,Existing,7.7,30.2,232.5,Michelangelobrug,51.2046484,3.2244695,4.5,,8,1.8,2100,318630A66B2C3498E0535B320A0A7C56,Velazquezstraat,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,146990.252,486870.338
2322,Botticellibrug,Verkeersbrug,Concrete,3. Reasonable,2002,SB AIB,Gemeente Almere,Existing,3.5,29.95,104.8,Michelangelobrug,51.2046484,3.2244695,2.9,,8,1.9,2100,318630A66AEE3498E0535B320A0A7C56,Botticellipad,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,146924.711,487001.405
2522,Vleetpoort,Verkeersbrug,Concrete,3. Reasonable,1981,SB AIB,Gemeente Almere,Existing,11.4,22.7,259,Bruinvisbrug,52.3873341,5.23222,5,2.6,14.8,2.5,2100,318630A66AA73498E0535B320A0A7C56,Vleetpoort,Groengebieden/Parken,Waterwijk,Almere Stad,144394.003,488945.97
2760,Parkweteringpoort,Fiets-voetbrug,Concrete,3. Reasonable,1990,Stadsruimte,Gemeente Almere,Existing,5.7,28.1,160.17,Leger des Heils,27.9592941,-82.4596988,4.8,,,,2070,29D8A296FDE0C5C5E0500A0A57326FCA,Spoordreef,Bedrijventerreinen,Centrum Almere Stad,Almere Stad,143299.799,487410.192
2805,Koreanderbrug,Verkeersbrug,Concrete,3. Reasonable,1984,SB AIB,Gemeente Almere,Existing,9.2,16.2,149,Basilicumbrug,52.3797935,5.2086013,5.5,,15,2,2100,318630A66B033498E0535B320A0A7C56,Korianderweg,Groengebieden/Parken,Kruidenwijk,Almere Stad,142813.41,487810.854
2819,Charlie Parkerbrug,Verkeersbrug,Concrete,3. Reasonable,1991,SB AIB,Gemeente Almere,Existing,4,24,96,Charlie Parkerbrug,39.2664566,-81.5456576,3.6,,7.8,2.27,2071,318630A66BBB3498E0535B320A0A7C56,Chet Bakerstraat,Groengebieden/Parken,Muziekwijk,Almere Stad,140863.885,486508.999
2902,Schateilandbrug,Verkeersbrug,Concrete,3. Reasonable,2019,SB AIB,Gemeente Almere,Existing,8.55,34.5,294.98,Noorderplassen 5,52.3901132,5.2034767,5.5,,,,2109,57A41AF8-5E20-45E6-8397-F38AA0B12DB1,Trekvogelweg,Groengebieden/Parken,Noorderplassen,Almere Stad,144019.656,490457.6422
2922,Plechtbrug,Verkeersbrug,Concrete,3. Reasonable,2004,SB AIB,Gemeente Almere,Existing,6,10.9,65.4,Giek_Fokkeboom_Plecht,52.3868149,5.1834064,4,,10,1,2084,318630A66B9B3498E0535B320A0A7C56,Plecht,Groengebieden/Parken,Noorderplassen,Almere Stad,141125.63,488622.095
2940,Oogsplitsbrug,Verkeersbrug,Concrete,3. Reasonable,2009,SB AIB,Gemeente Almere,Existing,8.4,16.3,136.92,Noorderplassen 4,52.388092,5.1822002,5.4,,8,1,2089,318630A66BA43498E0535B320A0A7C56,Oogsplits,Groengebieden/Parken,Noorderplassen,Almere Stad,140568.642,490181.362
2942,Drijfankerbrug,Verkeersbrug,Concrete,3. Reasonable,2011,SB AIB,Gemeente Almere,Existing,6.3,26,163.8,Noorderplassen 4,52.388092,5.1822002,163.8,,20,1.5,2091,318630A66BA63498E0535B320A0A7C56,Drijfanker,Groengebieden/Parken,Noorderplassen,Almere Stad,140893.417,489580.869
2947,Grootzeilbrug,Verkeersbrug,Concrete,3. Reasonable,2012,SB AIB,Gemeente Almere,Existing,8.2,37.2,305.04,Grootzeilbrug,,,5.3,,12,2.5,2092,318630A66BF83498E0535B320A0A7C56,Grootzeil,Groengebieden/Parken,Noorderplassen,Almere Stad,140269.5008,489923.1855
3018,Stellingmolenbrug,Verkeersbrug,Concrete,3. Reasonable,2012,SB AIB,Gemeente Almere,Existing,3.6,21,75.6,Stellingmolenbrug 1,52.4026091,5.2710354,3,,8.5,2,2300,318630A66AFB3498E0535B320A0A7C56,Pirellipad,Groengebieden/Parken,Molenbuurt,Almere Buiten,147084.94,490555.36
3029,Poldervlakbrug,Verkeersbrug,Concrete,3. Reasonable,1986,SB AIB,Gemeente Almere,Existing,13.7,64.25,880.22,Buitenring_Poldervlak 1,52.4051017,5.2639822,12.5,,,,2076,29D8A296D290C5C5E0500A0A57326FCA,Buitenring,Hoofdwegen,Poldervlak,Almere Buiten,146595.079,490817.401
3046,Piet Moeskopbrug,Fiets-voetbrug,Concrete,3. Reasonable,1987,SB AIB,Gemeente Almere,Existing,4,37,148,Bosrandpoort 1,52.052452,5.6807289,,,,,2077,B61B314F-C64C-40AB-B462-D5A42AD26330,Piet Moeskopspad,Groengebieden/Parken,Seizoenenbuurt,Almere Buiten,147679.3123,490144.5553
3332,Buenos Airesbrug,Verkeersbrug,Concrete,3. Reasonable,1994,SB AIB,Gemeente Almere,Existing,15,9.5,90.3,Kalenderbrug 1,,,0,0,5,2,2100,318630A66BF73498E0535B320A0A7C56,Buenos Airesstraat,Groengebieden/Parken,Indischebuurt,Almere Buiten,147958.0099,489754.2693
3350,2e Noordelijke Evenaarbrug,Verkeersbrug,Concrete,3. Reasonable,2009,SB AIB,Gemeente Almere,Existing,6.4,26,166.4,Piet Pellebrug,,,3.8,,10,2.5,2089,318630A66BDA3498E0535B320A0A7C56,Evenaar,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,149495.6639,490685.089
3351,2e Zuidelijke Evenaarbrug,Verkeersbrug,Concrete,3. Reasonable,2009,SB AIB,Gemeente Almere,Existing,6.1,25.9,157.99,Piet Pellebrug,,,3.8,,10,2.5,2089,318630A66BE43498E0535B320A0A7C56,Evenaar,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,149523.0702,490645.8493
3361,Tempo Doeloebrug,Verkeersbrug,Concrete,3. Reasonable,2009,SB AIB,Gemeente Almere,Existing,8.4,16.3,136.92,Tempo Doeloebrug,52.4029255,5.2999678,4.6,,8,0.5,2089,318630A66BDE3498E0535B320A0A7C56,Tempo Doeloestraat,Groengebieden/Parken,Indischebuurt,Almere Buiten,149437.5804,490769.1438
4009,,Verkeersbrug,Concrete,3. Reasonable,2012,SB AIB,Gemeente Almere,Existing,20,12.5,250,De Voortuin 2,,,4,2.5,,,2092,318630A66BDF3498E0535B320A0A7C56,Elementendreef,Buitengebied,overig Almere Poort,Almere Poort,139605.7787,483690.6378
4105,,Verkeersbrug,Concrete,3. Reasonable,2009,SB AIB,Gemeente Almere,Existing,25,13,325,Portugalkade,52.3447174,5.1447768,5,,5,1,2089,318630A66BF53498E0535B320A0A7C56,Europalaan,Groengebieden/Parken,Europakwartier west,Almere Poort,138425.1723,484191.3211
4107,,Verkeersbrug,Concrete,3. Reasonable,2012,SB AIB,Gemeente Almere,Existing,19,34,646,Robert Scottpad 1,37.257322,-121.783262,8.9,,10,1,2092,318630A66BC43498E0535B320A0A7C56,Robert Scottpad,Groengebieden/Parken,Europakwartier west,Almere Poort,138275.1712,484739.7259
4110,,Verkeersbrug,Concrete,3. Reasonable,2010,SB AIB,Gemeente Almere,Existing,6.5,21,136.5,Robert Scottpad 2,37.257322,-121.783262,4.3,,6,1,2090,318630A66BFF3498E0535B320A0A7C56,Zwitserlandpad,Groengebieden/Parken,Europakwartier west,Almere Poort,138916.0793,484532.9568
4111,,Verkeersbrug,Concrete,3. Reasonable,2010,SB AIB,Gemeente Almere,Existing,11.2,25.1,281.12,Cascadepad 1,52.3494543,5.1549995,6.7,,5,1,2090,318630A66BC93498E0535B320A0A7C56,Duitslandstraat,Groengebieden/Parken,Europakwartier west,Almere Poort,138991.5943,484585.2837
4113,,Verkeersbrug,Concrete,3. Reasonable,2012,SB AIB,Gemeente Almere,Existing,8.3,16,132.8,Frankrijkkade,52.3447724,5.148841,7.1,,8,1,2092,318630A66BD83498E0535B320A0A7C56,Pierre de Coubertinlaan,Groengebieden/Parken,Europakwartier west,Almere Poort,138656.5508,484042.5061
4117,,Verkeersbrug,Concrete,3. Reasonable,2012,SB AIB,Gemeente Almere,Existing,10,35,350,Robert Scottpad 1,37.257322,-121.783262,6,,8,1.5,2092,318630A66BBF3498E0535B320A0A7C56,IJslandstraat,Groengebieden/Parken,Europakwartier west,Almere Poort,138253.0397,484749.3306
4120,,Verkeersbrug,Concrete,3. Reasonable,2012,SB AIB,Gemeente Almere,Existing,10.3,27.3,281.19,Osirispad,52.3513273,5.1525745,5.6,,8,1.5,2092,318630A66BC13498E0535B320A0A7C56,Achillesstraat,Groengebieden/Parken,Homeruskwartier,Almere Poort,139010.0115,484822.6475
4121,,Verkeersbrug,Concrete,3. Reasonable,2012,SB AIB,Gemeente Almere,Existing,12,33.4,400.8,Cascadepark West 3,41.3770669,-82.111086,5.2,,9,1.5,2092,318630A66BCF3498E0535B320A0A7C56,Aegirstraat,Groengebieden/Parken,Columbuskwartier,Almere Poort,138730.2485,484853.8527
4132,,Verkeersbrug,Concrete,3. Reasonable,2012,SB AIB,Gemeente Almere,Existing,10,11.5,115,Godendreef 2a,50.8627229,4.3536052,8,,,,2102,C75075D5-5556-4F02-A804-8B76F19F4E42,Godendreef,Buitengebied,overig Almere Poort,Almere Poort,138349.351,485599.4882
4152,,Verkeersbrug,Concrete,3. Reasonable,2012,SB AIB,Gemeente Almere,Existing,7.95,34.5,274.28,Osirispad,52.3513273,5.1525745,4.2,,9,1,2092,318630A66BD43498E0535B320A0A7C56,Mitrastraat,Groengebieden/Parken,Homeruskwartier,Almere Poort,139301.8583,484789.8271
4829,,Duikerbrug,Concrete,3. Reasonable,2012,SB AIB,Gemeente Almere,Existing,5.6,25,139.18,Iyohof,52.3615605,5.1553547,,,5,0.35,2102,779871D1-7417-4F56-AD2C-2EAE07524402,Saturnussingel,Woongebied,Homeruskwartier,Almere Poort,,
9038,Hoge Vaart Spoorbrug,Viaduct,Concrete,3. Reasonable,1984,SB AIB,Gemeente Almere,Existing,3,96,288,Hoge Vaart_Spoorbrug,52.3777801,5.251257,3,,30,6,2040,29D8A296FDE7C5C5E0500A0A57326FCA,Hoge Vaart,Groengebieden/Parken,Verzetswijk,Almere Stad,145740.8489,487782.9225
0036,,Fiets-voetbrug,Steel,3. Reasonable,2014,Stadsruimte,Gemeente Almere,Existing,1.25,5,6.25,Kreekbos Zuid_2,,,,,,,2054,29D8A296ED22C5C5E0500A0A57326FCA,Muiderzandpad,Woongebied,Duin,Almere Poort,138503.4202,483452.4712
1002,Oldebrug,Fiets-voetbrug,Steel,3. Reasonable,2013,SB AIB,Gemeente Almere,Existing,5,32,160,Kimbrug,40.4819697,-88.9426306,5,,6.8,2.2,2063,318630A66B4E3498E0535B320A0A7C56,Marktgracht,Groengebieden/Parken,De Wierden,Almere Haven,142664.568,483356.112
1007,Langsbrug,Fiets-voetbrug,Steel,3. Reasonable,2011,SB AIB,Gemeente Almere,Existing,3,24.5,73.5,Langsbrug,42.8903086,-84.3513631,2.9,,9.5,2,2071,0CC0A828-6535-4142-9351-718442956307,Marktgracht,Groengebieden/Parken,De Hoven,Almere Haven,143234.4868,483200.7918
1026,Blauwbrug,Fiets-voetbrug,Steel,3. Reasonable,2011,SB AIB,Gemeente Almere,Existing,5.25,28.5,149.62,Rozenbrug,51.904422,4.2471328,,,7.25,2.1,2071,23408B7B-EC93-48D5-AFFB-E814892045AB,Marktgracht,Groengebieden/Parken,De Werven,Almere Haven,143883.4992,483437.5975
1032,Paalbrug,Fiets-voetbrug,Steel,3. Reasonable,2011,SB AIB,Gemeente Almere,Existing,5.2,28.5,148.2,Paalbrug,52.3448159,5.2188936,,,,,2071,1E96A155-7C6C-49AE-8556-AFBC62EAB50A,Groenhofpad,Groengebieden/Parken,De Gouwen,Almere Haven,143531.3737,484097.4836
2022,Promenadebrug,Fiets-voetbrug,Steel,3. Reasonable,1984,SB AIB,Gemeente Almere,Existing,5.8,24.2,140.4,Promenadebrug,51.8558891,5.8619882,5.5,,14.3,2.8,2034,318630A66ACB3498E0535B320A0A7C56,Oeverpromenade,Groengebieden/Parken,Stedenwijk,Almere Stad,143093.568,486234.676
2337,,Fiets-voetbrug,Steel,3. Reasonable,2003,SB AIB,Gemeente Almere,Existing,1.4,7.1,9.6,Zwaluwpad,51.8269672,4.8174236,1.35,,1.5,1.5,,318630A66B913498E0535B320A0A7C56,Carel Willinklaan,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,146892.829,487871.817
3034,,Fiets-voetbrug,Steel,3. Reasonable,1988,SB AIB,Gemeente Almere,Existing,1.5,8,12,Johnsonpad 2,,,,,,,2050,2AB48A06-A5C2-4EFC-A89C-3D2C1EF4F944,J. Wilsstraat,Groengebieden/Parken,Bouwmeesterbuurt,Almere Buiten,145629.51,489878.386
3069,Collierbrug,Fiets-voetbrug,Steel,3. Reasonable,2006,SB AIB,Gemeente Almere,Existing,4,39.3,157.2,Tiarapad,,,2.5,,12.3,3,2056,318630A66BEA3498E0535B320A0A7C56,Collierpad,Groengebieden/Parken,Sieradenbuurt,Almere Buiten,149396.9969,491282.8863
3359,Kotterbosbrug,Fiets-voetbrug,Steel,3. Reasonable,2011,SB AIB,Gemeente Almere,Existing,3,,325,Buitenring_Indischebuurt,52.370579,4.9381555,6,4,,,,318630A66BD93498E0535B320A0A7C56,Buitenring,Hoofdwegen,Indischebuurt,Almere Buiten,150372.2091,491274.0314
3360,De Stripmakerbrug,Fiets-voetbrug,Steel,3. Reasonable,2011,SB AIB,Gemeente Almere,Existing,3,,300,Buitenring_Stripheldenbuurt,,,6,4,,,,318630A66BEE3498E0535B320A0A7C56,Buitenring,Hoofdwegen,Stripheldenbuurt,Almere Buiten,150853.004,491038.6036
5032,,Fiets-voetbrug,Steel,3. Reasonable,2012,SB AIB,Gemeente Almere,Existing,5.7,34.2,194.9,Zwaanplantsoen_Zeearendlaan,,,5.5,,10,2,0,318630A66BC03498E0535B320A0A7C56,Zilvermeeuwpad,Groengebieden/Parken,Vogelhorst,Almere Hout,149835.5499,483478.7048
1028,Ambachtpoort,Verkeersbrug,Underpass,3. Reasonable,1976,SB AIB,Gemeente Almere,Existing,19.4,6.1,118.3,Oosterdreef_Rozenwerf 1,52.3392476,5.2278834,5.1,2.5,,,2300,29D8A296D239C5C5E0500A0A57326FCA,Oosterdreef,Hoofdwegen,De Werven,Almere Haven,143915.2,483711.878
